Line;Chinese;Pinyin;Translation;NumberOfWords
2017;猫悄悄地朝着老鼠爬过去;mao1 qiao1 qiao1 de chao2 zhe lao3 shu3 pa2 guo4 qu ;The cat was creeping silently towards the mouse.;11
2018;这间阁楼是用来存放东西的;zhe4 jian4 ge2 lou2 shi4 yong4 lai2 cun2 fang4 dong1 xi de ;The loft is used for storing things.;12
2019;轮船横着停泊在港口里;lun2 chuan2 heng4 zhuo2 ting2 bo2 zai4 gang3 kou3 li3 ;The ship was anchored athwart at the harbor mouth.;10
2020;讲师正在讲俄罗斯文学;jiang3 shi1 zheng4 zai4 jiang3 e2 Luo2 si1 wen2 xue2 ;The lecturer is lecturing on Russian literature.;10
2021;必须向人借钱使他感到羞辱;bi4 xu1 xiang4 ren2 jie4 qian2 shi3 ta1 gan3 dao4 xiu1 ru4 ;It galled him to have to ask for a loan.;12
2022;他们跌进了汹涌的急流中;ta1 men die1 jin4 le xiong1 yong3 de ji2 liu2 zhong4 ;They fell into the seething waters of the rapids.;11
2023;那只骚扰绵羊的狗被杀死了;na4 zhi3 sao1 rao3 mian2 yang2 de gou3 bei4 sha1 si3 le ;The dog that molested the sheep was killed.;12
2024;老人把他的储蓄存在银行里;lao3 ren2 ba3 ta1 de chu3 xu4 cun2 zai4 yin2 hang2 li3 ;The old man kept his savings in the bank.;12
2025;我一转身, 忽然看见了汤姆;wo3 yi1 zhuan3 shen1 hu1 ran2 kan4 jian4 le tang1 mu3 ;Suddenly I turned and caught sight of Tom.;13
2026;上星期日我新买了一个鱼竿;shang4 xing1 qi1 ri4 wo3 xin1 mai3 le yi1 ge4 yu2 gan1 ;I bought a new fishing rod last Sunday.;12
2027;她喜欢随着快节奏的音乐跳舞;ta1 xi3 huan sui2 zhe kuai4 jie2 zou4 de yin1 yue4 tiao4 wu3 ;She loves to dance to fast music.;13
2028;魔术师把青蛙变成了公主;mo2 shu4 shi1 ba3 qing1 wa1 bian4 cheng2 le gong1 zhu3 ;The magician transformed the frog into a princess.;11
2029;一个侍者给他端来一杯稀咖啡;yi1 ge4 shi4 zhe3 ji3 ta1 duan1 lai2 yi1 bei1 xi1 ka1 fei1 ;A waiter brought him a watery coffee.;13
2030;坏人将会受到永远的惩罚;huai4 ren2 jiang1 hui4 shou4 dao4 yong3 yuan3 de cheng2 fa2 ;The bad man will suffer eternal damnation.;11
2031;她用细尼龙线把珠子串了起来;ta1 yong4 xi4 ni2 long2 xian4 ba3 zhu1 zi chuan4 le qi3 lai ;She strung the beads with a fine nylon.;13
2032;他告诉照相的人别再缠著他;ta1 gao4 su zhao4 xiang4 de ren2 bie4 zai4 chan著2 ta1! ;He told the photographers to stop pestering him.;12
2033;我在晚会上丢失了水晶项链;wo3 zai4 wan3 hui4 shang4 diu1 shi1 le shui3 jing1 xiang4 lian4 ;I lost my crystal necklace at the party.;12
2034;铅会在相当低的温度下熔化;qian1 kuai4 zai4 xiang1 dang1 di1 de wen1 du4 xia4 rong2 hua4 ;Lead will fuse at quite a low temperature.;12
2035;我们听见远处隆隆的雷声;wo3 men ting1 jian4 yuan3 chu4 long2 long2 de lei2 sheng1 ;We heard the thunder growling in the distance.;11
2036;在旧社会,贵族们生活奢侈;zai4 jiu4 she4 hui4 gui4 zu2 men sheng1 huo2 she1 chi3 ;In old society, the gentry lived in luxury.;12
2037;这辆汽车焊接了一个新的翼子板;zhe4 liang4 qi4 che1 han4 jie1 le yi1 ge4 xin1 de yi4 zi ban3 ;The car has had a new wing welded on.;14
2038;胶囊里充满了可溶的小颗粒;jiao1 nang2 li3 chong1 man3 le ke3 rong2 de xiao3 ke1 li4 ;The capsule is filled with small soluble cases.;12
2039;在内阁会议上讨论了这个问题;zai4 nei4 ge2 hui4 yi4 shang4 tao3 lun4 le zhe4 ge4 wen4 ti2 ;The question was discussed in cabinet.;13
2040;声音通过空气这一媒介传播;sheng1 yin1 tong1 guo4 kong1 qi4 zhe4 yi1 mei2 jie4 chuan2 bo1 ;Sound travels through the medium of air.;12
2041;水沿山泻下,形成一条瀑布;shui3 yan4 shan1 xie4 xia4 xing2 cheng2 yi1 tiao2 pu4 bu4 ;The water formed a cascade down the mountain.;12
2042;咱们考虑一下搬家的利弊吧;zan2 men kao3 lu:4 yi1 xia4 ban1 jia1 de li4 bi4 ba ;Let's consider the pluses and minuses of moving house.;12
2043;割草晾晒的活儿很累, 干一会儿就饿了;ge1 cao3 liang4 shai4 de huor2 hen3 lei4 gan4 yi1 huir4 jiu4 e4 le! ;Haymaking is hungry work.;18
2044;我喜欢看那个魔术师的表演;wo3 xi3 huan kan4 nei4 ge4 mo2 shu4 shi1 de biao3 yan3 ;I like watching the performance of that magician.;12
2045;要是站起来, 能把独木舟弄翻;yao4 shi4 zhan4 qi3 lai neng2 ba3 du2 mu4 zhou1 nong4 fan1! ;If you stand up you'll overbalance the canoe.;14
2046;因风雪交加道路上混乱不堪;yin1 feng1 xue3 jiao1 jia1 dao4 lu4 shang4 hun4 luan4 bu4 kan1! ;The wintry weather has caused chaos on the roads.;12
2047;这件事情在他的管辖权限之内;zhe4 jian4 shi4 qing zai4 ta1 de guan3 xia2 quan2 xian4 zhi1 nei4 ;This affair is within his jurisdiction.;13
2048;一只老鼠从黑暗的洞口跑出;yi1 zhi3 lao3 shu3 zong4 hei1 an4 de Dong4 kou3 pao3 chu1 ;A mouse ran out from the dark orifice of the cave.;12
2049;他一转旋钮,声音就变小了;ta1 yi1 zhuan4 xuan4 niu3 sheng1 yin1 jiu4 bian4 xiao3 le ;As he turned the knob, the sound diminished.;12
2050;我们设法寻找遮蔽暴风雨的地方;wo3 men she4 fa3 xun2 zhao3 zhe1 bi4 bao4 feng1 yu3 de di4 fang ;We tried to find cover from the storm.;14
2051;金刚砂是非常坚硬的金属物质;jin1 gang1 sha1 shi4 fei1 chang2 jian1 ying4 de jin1 shu3 wu4 zhi4 ;The emery is a hard metallic substance.;13
2052;小孩穿着紧绷的靴子很难受;xiao3 hai2 chuan1 zhuo2 jin3 beng3 de xue1 zi hen3 nan2 shou4 ;The child was uncomfortable in his tight boots.;12
2053;咱们去吃点冰淇淋凉快凉快吧;zan2 men qu4 ji2 dian3 bing1 qi2 lin4 liang2 kuai liang2 kuai ba ;Let's go and have ice cream to cool off.;13
2054;哄孩子们去睡可不是容易的事;hong4 hai2 zi men qu4 shui4 ke3 bu2 shi4 rong2 yi4 de shi4 ;It was hard work getting the children off to bed.;13
2055;别相信他,他像老狐狸一样狡猾;bie4 xiang1 xin4 ta1 ta1 xiang4 lao3 hu2 li yi2 yang4 jiao3 hua2 ;Don't trust him, he is a sly old fox.;14
2056;在麻醉剂的作用下我感到舒服些;zai4 ma2 zui4 ji4 de zuo4 yong4 xia4 wo3 gan3 dao4 shu1 fu xie1 ;I felt comfortable on narcotic effect.;14
2057;银行拒绝再贷款给这家公司;yin2 hang2 ju4 jue2 zai4 dai4 kuan3 ji3 zhe4 jia1 gong1 si1 ;The bank refused further credits to the company.;12
2058;杰逊看到我, 立即从马上下来;jie2 xun4 kan4 dao4 wo3 li4 ji2 zong4 ma3 shang4 xia lai ;Jason saw me and got off the horse immediately.;14
2059;我们十分清楚形势的严峻性;wo3 men shi2 fen1 qing1 chu xing2 shi4 de yan2 jun4 xing4 ;We are fully aware of the gravity of the situation.;12
2060;他打开窗户,放出污浊的空气;ta1 da3 kai1 chuang1 hu fang4 chu1 wu1 zhuo2 de kong1 qi4 ;He opened the window to let out the foul air.;13
2061;政府颁布了发行一种纸币的法令;zheng4 fu3 ban1 bu4 le fa1 xing2 yi1 zhong4 zhi3 bi4 de fa3 ling4 ;Government has decreed a paper currency.;14
2062;他从商店里得到了几张优惠券;ta1 zong4 shang1 dian4 li3 de2 dao4 le ji3 zhang1 you1 hui4 quan4 ;He redeemed several coupons at the store.;13
2063;他的绘画正在展览会上展出;ta1 de hui4 hua4 zheng4 zai4 zhan3 lan3 hui4 shang4 zhan3 chu1 ;His paintings are on display at the exhibition.;12
2064;这房间长15英尺,宽10英尺;zhe4 fang2 jian1 zha3ng51 ying1 chi3 kuan101 ying1 chi3 ;The room is 15 feet in length and 10 feet in breadth.;14
2065;这种病的症状是发烧与呕吐;zhe4 zhong3 bing4 de zheng4 zhuang4 shi4 fa1 shao1 yu4 ou3 tu4! ;The symptoms of this disease are fever and sickness.;12
2066;对他来说,非洲是一片神秘的土地;dui4 ta1 lai2 shuo1 fei1 zhou1 shi4 yi1 pian4 shen2 mi4 de tu3 di4 ;Africa is a mysterious land to him.;15
2067;观众必须于序曲演奏前入座;guan1 zhong4 bi4 xu1 yu2 xu4 qu3 yan3 zou4 qian2 ru4 zuo4 ;The audience must be in their seats before the overture.;12
2068;她用海绵把地板 使劲儿擦了一遍;ta1 yong4 hai3 mian2 ba3 di4 ban3 shi3 jin4 er ca1 le yi1 bian4! ;She gave the floor a vigorous sponge all over.;15
2069;老师正在审阅汤姆的英语答卷;lao3 shi1 zheng4 zai4 shen3 yue4 tang1 mu3 de Ying1 yu3 da2 juan4 ;The teacher is reading Tom's English paper.;13
2070;这些年,他干了许多可耻的事情;zhe4 xie nian2 ta1 gan4 le xu3 duo1 ke3 chi3 de shi4 qing ;He has done many dishonorable things these years;14
2071;在我们学校几乎没有人懂得丹麦语;zai4 wo3 men xue2 xiao4 ji1 hu1 mei2 you3 ren2 dong3 de dan1 mai4 yu4 ;Few people know Danish in our school.;15
2072;这个年轻的姑娘长着一双杏眼;zhe4 ge4 nian2 qing1 de gu1 niang zhang3 zhuo2 yi1 shuang1 xing4 yan3 ;The young girl has a pair of almond eyes.;13
2073;倒果汁前,先把瓶子摇几下;dao4 guo3 zhi1 qian2 xian1 ba3 ping2 zi yao2 ji3 xia4 ;Give the bottle a couple of shakes before pouring the juice.;12
2074;他像老虎一样悄悄潜近他的猎物;ta1 xiang4 lao3 hu3 yi2 yang4 qiao3 qiao3 qian2 jin4 ta1 de lie4 wu4 ;He moved like a tiger stalking its prey.;14
2075;和他兄弟不同,他有种幽默感;huo4 ta1 xiong1 di4 bu4 tong2 ta1 you3 zhong4 you1 mo4 gan3 ;Unlike his brother, he has a good sense of humor.;13
2076;飞机以每小时900公里的速度飞行;fei1 ji1 yi3 mei3 xiao3 shi9002 gong1 li3 de su4 du4 fei1 xing2 ;The airplane flies at 900 kilometers an hour.;16
2077;他离开学校后服了两年兵役;ta1 li2 kai1 xue2 xiao4 hou4 fu2 le liang3 nian2 bing1 yi4 ;He did a two-year stint in the army when he left school.;12
2078;那是一幅描绘春天景色的油画;na4 shi4 yi1 fu2 miao2 hui4 chun1 tian1 jing3 se4 de you2 hua4 ;That is an oil painting of a landscape in spring.;13
2079;他晚饭吃了一些什锦泡菜和米饭;ta1 wan3 fan4 ji2 le yi1 xie1 shi2 jin3 pao4 cai4 huo4 mi3 fan4 ;He had some mixed pickles and rice for supper.;14
2080;挪威人生活在比较寒冷的地区;nuo2 wei1 ren2 sheng1 huo2 zai4 bi3 jiao4 han2 leng3 de di4 qu1 ;The Norwegians live in a comparatively cold zone.;13
2081;各商行互相竞争以招揽顾客;ge4 shang1 xing4 hu4 xiang1 jing4 zheng1 yi3 zhao1 lan3 gu4 ke4 ;Businesses vied with each other to attract customers.;12
2082;占星家声称能预知祸福;zhan4 xing1 jia1 sheng1 cheng1 neng2 yu4 zhi1 huo4 fu2! ;Astrologers claim to be able to divine what the stars hold in store for us.;10
2083;这人这么和蔼, 我立刻为他着迷;zhe4 ren2 zhe4 me he2 ai3 wo3 li4 ke4 wei4 ta1 zhao2 mi2 ;The man was so genial, so I was drawn to him at once.;15
2084;有人相信婴儿的尿是一种药;you3 ren2 xiang1 xin4 ying1 er2 de sui1 shi4 yi1 zhong4 yao4 ;Someone believes that a baby's urine is a kind of medicine.;12
2085;我的同事已经戒掉了吸烟的习惯;wo3 de tong2 shi4 yi3 jing1 jie4 diao4 le xi1 yan1 de xi2 guan4 ;My colleague has broken off the habit of smoking.;14
2086;通知她交纳罚款,但她拒不服从;tong1 zhi1 ta1 jiao1 na4 fa2 kuan3 dan4 ta1 ju4 bu4 fu2 zong4 ;She was told to pay the fine, but refused to comply.;14
2087;他应该受到法律最严厉的惩罚;ta1 ying1 gai1 shou4 dao4 fa3 lu:4 zui4 yan2 li4 de cheng2 fa2 ;He deserves to be punished with the full rigor of the law.;13
2088;魔术师从他的帽子里变出一只兔子;mo2 shu4 shi1 zong4 ta1 de mao4 zi li3 bian4 chu1 yi1 zhi3 tu4 zi ;The magician conjured a rabbit out of his hat.;15
2089;一位护士来给他包上干净的绷带;yi1 wei4 hu4 shi lai2 ji3 ta1 bao1 shang4 gan1 jing4 de beng1 dai4 ;A nurse came to put on a clean dressing for him.;14
2090;那人用斧头把一块木头劈成两半;na4 ren2 yong4 fu3 tou2 ba3 yi1 kuai4 mu4 tou pi3 cheng2 liang3 ban4 ;The man cleft a block of wood in two with an axe.;14
2091;船只在汹涌的大海中缓慢前进;chuan2 zhi1 zai4 xiong1 yong3 de da4 hai3 zhong4 huan3 man4 qian2 jin4 ;The ship made slow progress through the rough sea.;13
2092;她戴着结婚戒指,表示她已结婚;ta1 dai4 zhuo2 jie2 hun1 jie4 zhi biao3 shi4 ta1 yi3 jie2 hun1 ;She wears a wedding ring to show that she's married.;14
2093;我不会跟你撒谎,那不是我的风格;wo3 bu4 hui4 gen1 ni3 sa1 huang3 na4 bu2 shi4 wo3 de feng1 ge2 ;"""I wouldn't tell lies to you; that's not my style.""";15
2094;血液在她的膝盖伤口周围凝固了;xue4 ye4 zai4 ta1 de xi1 gai4 shang1 kou3 zhou1 wei2 ning2 gu4 le ;The blood had congealed round the cut on her knee.;14
2095;学生应该始终具有强烈的求知欲;xue2 sheng ying1 gai1 shi3 zhong1 ju4 you3 qiang2 lie4 de qiu2 zhi1 yu4 ;A student should always be curious to learn.;14
2096;这首诗的最后两行没有押好韵;zhe4 shou3 shi1 de zui4 hou4 liang3 xing4 mei2 you3 ya1 hao4 yun4 ;The last two lines of this poem don't rhyme properly.;13
2097;牧师每星期二作履行神职的访问;mu4 shi1 mei3 xing1 qi1 er4 zuo4 lu:3 xing2 shen2 zhi2 de fang3 wen4 ;The priest makes pastoral visits every Tuesday.;14
2098;他把花茎折断,汁液就流了出来;ta1 ba3 hua1 jing1 zhe2 duan4 zhi1 ye4 jiu4 liu2 le chu1 lai ;The sap flowed out when he broke the stem of the flower.;14
2099;用餐时摆弄刀叉玩儿是不雅的;yong4 can1 shi2 bai3 nong4 dao1 cha1 wanr2 shi4 bu4 ya3 de! ;It's bad manners to fidget about (with the cutlery) at the table.;13
2100;她的钱被一个奸诈的会计骗去了;ta1 de qian2 bei4 yi1 ge4 jian1 zha4 de kuai4 ji4 pian4 qu4 le ;She was defrauded of her money by a dishonest accountant.;14
2101;他的答覆看来是半开玩笑半认真的;ta1 de da2 fu4 kan4 lai shi4 ban4 kai1 wan2 xiao4 ban4 ren4 zhen1 de! ;His reply was taken half seriously, half in jest.;15
2102;有个年幼的学生在炎炎烈日下晕倒了;you3 ge4 nian2 you4 de xue2 sheng zai4 yan2 yan2 lie4 ri4 xia4 yun4 dao4 le ;A young student fainted in the hot sun.;16
2103;她很害羞,不敢和其他旅行者交谈;ta1 hen3 hai4 xiu1 bu4 gan3 huo4 qi2 ta1 lu:3 xing2 zhe3 jiao1 tan2 ;She was too timid to talk with other travelers.;15
2104;这艘船的停泊税一年是五千美元;zhe4 sou1 chuan2 de ting2 bo2 shui4 yi1 nian2 shi4 wu3 qian1 mei3 yuan2! ;The vessel tax of anchorage is 5,000 dollars per year.;14
2105;她瘦长结实的身体看上去精力充沛;ta1 shou4 chang2 jie1 shi de shen1 ti3 kan4 shang4 qu4 jing1 li4 chong1 pei4 ;Her wiry athletic body seems energetic.;15
2106;你完全不知道在那里是什么滋味;ni3 wan2 quan2 bu4 zhi1 dao4 zai4 na4 li shi4 shen2 me zi1 wei4 ;You have no conception of what it was like to be there.;14
2107;他们将为不得不干那项工作而抱怨;ta1 men jiang4 wei4 bu4 de2 bu4 gan4 na4 xiang4 gong1 zuo4 er2 bao4 yuan4 ;They will grumble about having to do the work.;15
2108;他们低声说话,唯恐被别人听见;ta1 men di1 sheng1 shuo1 hua4 wei3 kong3 bei4 bie2 ren2 ting1 jian4 ;They spoke in whispers lest they should be heard.;14
2109;那个图书馆从上午9点到下午6点开放;nei4 ge4 tu2 shu1 guan3 zong4 shang4 wu93 dian3 dao4 xia4 wu63 dian3 kai1 fang4 ;The library is open from 9 to 6.;17
2110;每次她动一下腿,就发出一声呻吟;mei3 ci4 ta1 dong4 yi1 xia4 tui3 jiu4 fa1 chu1 yi1 sheng1 shen1 yin2 ;Each time she moved her leg, she let out a moan.;15
2111;夕阳无限好,只是近黄昏;xi4 yang2 wu2 xian4 hao4 zhi3 shi4 jin4 huang2 hun1 ;The setting sun had boundless beauty, Just because the yellow dusk is so near.;11
2112;我在旅行期间舆同学们保持联系;wo3 zai4 lu:3 xing2 qi1 jian1 yu2 tong2 xue2 men bao3 chi2 lian2 xi4 ;I kept in touch with my classmates during my journey.;14
2113;我想驾驶滑翔机一定需要些技术;wo3 xiang3 jia4 shi3 hua2 xiang2 ji1 yi1 ding4 xu1 yao4 xie1 ji4 shu4 ;I guess it must require some skills to fly a glider.;14
2114;她穿着纽约杰出设计师设计的服装;ta1 chuan1 zhuo2 Niu3 Yue1 jie2 chu1 she4 ji4 shi1 she4 ji4 de fu2 zhuang1 ;She was dressed by a leading New York designer.;15
2115;他给我一条项链作为周年纪念礼物;ta1 ji3 wo3 yi1 tiao2 xiang4 lian4 zuo4 wei2 zhou1 nian2 ji4 nian4 li3 wu4 ;He gave me a necklace as an anniversary gift.;15
2116;她不用学跑步技巧, 她天生就擅跑;ta1 bu4 yong4 xue2 pao3 bu4 ji4 qiao3 ta1 tian1 sheng1 jiu4 shan4 pao3! ;She didn't have to learn how to run: she's a natural.;16
2117;肖邦的乐曲唤起了她极其复杂的感情;xiao4 bang1 de yue4 qu3 huan4 qi3 le ta1 ji2 qi2 fu4 za2 de gan3 qing2 ;Chopin aroused very complicated emotions in her.;16
2118;一块煤炭从火中掉出来,烧坏了地席;yi1 kuai4 mei2 tan4 zong4 huo3 zhong4 diao4 chu1 lai shao1 huai4 le de xi2 ;A coal fell from the fire and burned the mat.;16
2119;我们不应该嘲笑别人的宗教信仰;wo3 men bu4 ying1 gai1 chao2 xiao4 bie2 ren2 de zong1 jiao4 xin4 yang3 ;We should not mock at other people's religious beliefs.;14
2120;我宁愿考不及格,也不愿意考试作弊;wo3 ning4 yuan4 kao3 bu4 ji2 ge2 ye3 bu4 yuan4 yi4 kao3 shi4 zuo4 bi4 ;I would rather fail than cheat in the examination.;16
2121;司机应该对这场车祸负部分责任;si1 ji1 ying1 gai1 dui4 zhe4 chang3 che1 huo4 fu4 bu4 fen ze2 ren4 ;The driver must bear a portion of the blame for the accident.;14
2122;我们的人民正在暴君的统治下受苦;wo3 men de ren2 min2 zheng4 zai4 bao4 jun1 de tong3 zhi4 xia4 shou4 ku3 ;Our people are suffering at the hands of an oppressor.;15
2123;那个害羞的小男孩遇到陌生人就紧张;nei4 ge4 hai4 xiu1 de xiao3 nan2 hai2 yu4 dao4 mo4 sheng1 ren2 jiu4 jin3 zhang1 ;The bashful boy was nervous with strangers.;16
2124;这张桌子的腿是用螺丝固定在地板上的;zhe4 zhang1 zhuo1 zi de tui3 shi4 yong4 luo2 si1 gu4 ding4 zai4 di4 ban3 shang4 de ;The table legs are screwed to the floor.;17
2125;首先,要向杯子里放一小片锌板;shou3 xian1 yao4 xiang4 bei1 zi li3 fang4 yi1 xiao3 pian4 xin1 ban3 ;You should first put a small piece of zinc plate into the cup.;14
2126;她有一条用三角形蓝绸子做的围巾;ta1 you3 yi1 tiao2 yong4 san1 jiao3 xing2 lan2 chou2 zi zuo4 de wei2 jin1 ;She has a scarf made of a triangular piece of blue silk.;15
2127;他过去因失败而蒙羞,现在东山再起了;ta1 guo4 qu yin1 shi1 bai4 er2 meng3 xiu1 xian4 zai4 Dong1 shan1 zai4 qi3 le ;He rose again from the dust of past defeats.;17
2128;他们这个下午卖掉了十箱矿泉水;ta1 men zhe4 ge4 xia4 wu3 mai4 diao4 le shi2 xiang1 kuang4 quan2 shui3 ;They have sold up ten crates of mineral water in the afternoon.;14
2129;有的人看到色情杂志能激发起性欲;you3 de ren2 kan4 dao4 se4 qing2 za2 zhi4 neng2 ji1 fa1 qi3 xing4 yu4 ;Some people are sexually excited by pornographic magazines.;15
2130;盟军数以百计的飞机轰炸了那个国家;meng2 jun1 shuo4 yi3 bai3 ji4 de fei1 ji1 hong1 zha4 le nei4 ge4 guo2 jia1 ;The allied warplanes bombed the country by the hundred.;16
2131;我的女儿看见了一条鼻涕虫,尖叫了起来;wo3 de nu:3 er2 kan4 jian4 le yi1 tiao2 bi2 ti4 chong2 jian1 jiao4 le qi3 lai ;My daughter screamed when she saw a slug.;18
2132;我正在用我新买的煎锅做苹果馅饼;wo3 zheng4 zai4 yong4 wo3 xin1 mai3 de jian1 guo1 zuo4 ping2 guo3 xian4 bing3 ;I am cooking apple pies with my newly bought frying pan.;15
2133;他跳上马, 朝寺庙方向飞奔而去;ta1 tiao4 shang4 ma3 chao2 si4 miao4 fang1 xiang4 fei1 ben1 er2 qu4 ;He jumped onto the horse and galloped in the direction of the temple.;15
2134;我们在碗上铺了白的覆盖物防止苍蝇;wo3 men zai4 wan3 shang4 pu4 le bai2 de fu4 gai4 wu4 fang2 zhi3 cang1 ying ;We spread white covers over the bowls to keep flies away.;16
2135;在神话故事中,魔鬼很残忍而且吃人;zai4 shen2 hua4 gu4 shi4 zhong4 mo2 gui3 hen3 can2 ren3 er2 qie3 ji2 ren2 ;In fairy stories, the ogre is cruel and eats people.;16
2136;那个亚洲人拦住我,问我是不是中国人;nei4 ge4 Ya4 zhou1 ren2 lan2 zhu4 wo3 wen4 wo3 shi4 bu2 shi4 Zhong1 guo2 ren2 ;That Asian stopped me and asked if I was Chinese.;17
2137;他到那里喝一瓶汽水和吃一块汉堡面包;ta1 dao4 na4 li he4 yi1 ping2 qi4 shui3 huo4 ji2 yi1 kuai4 Han4 bao3 mian4 bao1 ;He go there to drink a soda and eat a hamburger.;17
2138;阳光透过万里碧空照耀着北京城;yang2 guang1 tou4 guo4 Wan4 Li3 bi4 kong4 zhao4 yao4 zhuo2 Bei3 jing1 cheng2 ;From a sky of untarnished blue the sun beamed down upon Beijing.;14
2139;他学得慢,但是他表现出不屈不挠的毅力;ta1 xue2 de man4 dan4 shi4 ta1 biao3 xian4 chu1 bu4 qu1 bu4 nao2 de yi4 li4 ;He is slow to learn, but shows great perseverance.;18
2140;好的水果冬天难得见到,而且价格昂贵;hao3 de shui3 guo3 dong1 tian1 nan2 de2 xian4 dao4 er2 qie3 jia4 ge2 ang2 gui4 ;Good fruit is scarce in winter and costs a lot.;17
2141;他就早期新教徒的异端邪说作了演讲;ta1 jiu4 zao3 qi1 xin1 jiao4 tu2 de yi4 duan1 xie2 shuo1 zuo4 le yan3 jiang3 ;He gave a speech on the heresies of the early Protestants.;16
2142;这栋房子周围有几个小男孩在晃荡;zhe4 dong4 fang2 zi zhou1 wei2 you3 ji3 ge xiao3 nan2 hai2 zai4 huang4 dang4 ;There are several young boys loitering around the building.;15
2143;这棵苏格兰植物是我的一个表亲给我的礼物;zhe4 ke1 su1 ge2 lan2 zhi2 wu4 shi4 wo3 de yi1 ge4 biao3 qin1 ji3 wo3 de li3 wu4 ;This Scottish plant was a gift from my cousin.;19
2144;这些犹太人生活在会遭到拘捕的恐惧之中;zhe4 xie You2 tai4 ren2 sheng1 huo2 zai4 kuai4 zao1 dao4 ju1 bu3 de kong3 ju4 zhi1 zhong1 ;The Jews lived in dread of being caught.;18
2145;把蔬菜煮上20分钟,然后把水沥掉;ba3 shu1 cai4 zhu3 sha4ng02 fen1 zhong1 ran2 hou4 ba3 shui3 li4 diao4 ;Boil the vegetables for 20 minutes and then drain off the water.;16
2146;学杂费昂贵,外国留学生负担不起;xue2 za2 fei4 ang2 gui4 wai4 guo2 liu2 xue2 sheng1 fu4 dan1 bu4 qi3 ;The tuition and fees fall heavy on the international students.;15
2147;他熟练地驾驶着汽车穿过狭窄的街道;ta1 shu2 lian4 de jia4 shi3 zhuo2 qi4 che1 chuan1 guo4 xia2 zhai3 de jie1 dao4 ;He steered the car skillfully through the narrow streets.;16
2148;他对任何人都很拘谨,从不跟人说笑;ta1 dui4 ren4 he2 ren2 dou1 hen3 ju1 jin3 cong2 bu4 gen1 ren2 shuo1 xiao4 ;"""He is very formal with everyone; he never joins in a laugh.""";16
2149;那位富翁在遗嘱中什么都没给他儿子留下;na4 wei4 fu4 weng1 zai4 yi2 zhu3 zhong4 shen2 me dou1 mo4 ji3 ta1 er2 zi liu2 xia4 ;The rich man left his son nothing in the will.;18
2150;别人回家后,他仍在学校外面徘徊;bie2 ren2 hui2 jia1 hou4 ta1 reng2 zai4 xue2 xiao4 wai4 mian pai2 huai2 ;He lingered outside the school after everybody else had gone home.;15
2151;耳膜的振动帮助声音传送到大脑;er3 mo2 de zhen4 dong4 bang1 zhu4 sheng1 yin1 chuan2 song4 dao4 da4 nao3 ;A vibrating membrane in the ear helps to convey sounds to the brain.;14
2152;他向每一个愿意听的人抱怨他的不幸;ta1 xiang4 mei3 yi1 ge4 yuan4 yi4 ting4 de ren2 bao4 yuan4 ta1 de bu4 xing4 ;He moaned about his misfortunes to anyone who would listen.;16
2153;她的右手上戴着一枚镶有绿宝石的戒指;ta1 de you4 shou3 shang4 dai4 zhuo2 yi1 mei2 xiang1 you3 lu:4 bao3 shi2 de jie4 zhi ;She wears a ring set with emeralds on her right hand.;17
2154;他们在窗户上加了窗条以防盗贼进入;ta1 men zai4 chuang1 hu shang4 jia1 le chuang1 tiao2 yi3 fang2 dao4 zei2 jin4 ru4! ;They fitted bars to their windows to stop burglars getting in.;16
2155;别看这辆汽车小, 里面还比较宽敞;bie4 kan4 zhe4 liang4 qi4 che1 xiao3 li3 mian4 huan2 bi3 jiao4 kuan1 chang! ;Considering the smallness of the car, it is relatively roomy inside.;16
2156;他一点儿一点儿攒钱直到够买一辆汽车;ta1 yi1 dianr3 yi1 dianr3 zan3 qian2 zhi2 dao4 gou4 mai3 yi1 liang4 qi4 che1! ;He saved money bit by bit until he had enough to buy a car.;17
2157;乘长途汽车唯一可取之处就是旅费便宜;cheng2 chang2 tu2 qi4 che1 wei2 yi1 ke3 qu3 zhi1 chu4 jiu4 shi4 lu:3 fei4 pian2 yi! ;The cheapness of coach travel is its only recommendation.;17
2158;中国孩子会在春节前买很多鞭炮;Zhong1 guo2 hai2 zi kuai4 zai4 chun1 jie2 qian2 mai3 hen3 duo1 bian1 pao4 ;Chinese children like to buy many firecrackers before the Spring Festival.;14
2159;主人举起鞭子时,狗抖缩在桌子下边;zhu3 ren2 ju3 qi3 bian1 zi3 shi2 gou3 dou3 suo1 zai4 zhuo1 zi xia4 bian1 ;The dog cowered under the table when his master raised the whip.;16
2160;我正在看一本关于罗马帝国兴衰的书;wo3 zheng4 zai4 kan4 yi1 ben3 guan1 yu2 Luo2 ma3 di4 guo2 xing4 shuai1 de shu1 ;I am reading a book about the rise and fall of the Roman Empire.;16
2161;那些孩子在操场上玩, 宣泄过剩的精力;na4 xie1 hai2 zi zai4 cao1 chang3 shang4 wan4 xuan1 xie4 guo4 sheng4 de jing1 li4! ;The children were out in the playground letting off steam.;18
2162;这个城市的公园以其华丽的喷泉而著名;zhe4 ge4 cheng2 shi4 de gong1 yuan2 yi3 qi2 hua2 li4 de pen1 quan2 er著2 ming2 ;The parks of this city are famous for their ornate fountains.;17
